generation(Wh),datetime,temperature(C),precipitattion(mm),windspeed(m/s),winddirection(degree),humidity(%),airpressure(hPa),irradiance(hr),radiation(MJ/m2),amountofcloud,groundtemperature(C)
6432.0,2022-04-12 18:00:00,20.7,,1.2,160,71.0,998.5,1.0,,0.0,26.1
0.0,2022-04-12 19:00:00,18.2,,1.2,160,82.0,998.9,0.1,,6.0,21.6
0.0,2022-04-12 20:00:00,17.5,,0.0,0,87.0,999.5,,,6.0,19.4
0.0,2022-04-12 21:00:00,17.8,,0.4,0,85.0,1000.2,,,2.0,18.1
0.0,2022-04-12 22:00:00,18.7,,1.4,270,81.0,1000.4,,,3.0,17.2
0.0,2022-04-12 23:00:00,17.2,,1.0,200,82.0,1000.8,,,1.0,16.6
0.0,2022-04-13 00:00:00,14.8,,1.4,50,85.0,1001.8,,,5.0,15.5
0.0,2022-04-13 01:00:00,13.4,,1.8,90,85.0,1002.4,,,6.0,14.5
0.0,2022-04-13 02:00:00,12.6,,0.8,20,88.0,1002.6,,,7.0,13.6
0.0,2022-04-13 03:00:00,12.9,,0.6,50,87.0,1003.0,,,8.0,14.5
0.0,2022-04-13 04:00:00,13.0,,0.8,20,85.0,1003.4,,,9.0,14.6
0.0,2022-04-13 05:00:00,12.6,,1.7,20,89.0,1003.8,,,9.0,14.4
0.0,2022-04-13 06:00:00,11.6,0.0,2.1,20,96.0,1004.5,0.0,,10.0,13.5
2304.0,2022-04-13 07:00:00,11.9,0.0,1.7,20,95.0,1005.2,0.0,,10.0,13.5
6096.0,2022-04-13 08:00:00,12.1,0.0,1.8,20,89.0,1005.5,0.0,,10.0,13.5
37008.0,2022-04-13 09:00:00,11.8,0.0,2.4,20,91.0,1006.4,0.0,,10.0,13.6
62736.0,2022-04-13 10:00:00,11.3,0.0,3.5,20,85.0,1007.2,0.0,,10.0,13.7
70800.0,2022-04-13 11:00:00,11.7,,3.4,20,79.0,1007.8,0.0,,10.0,15.0
50928.0,2022-04-13 12:00:00,11.7,,3.2,20,80.0,1008.0,0.0,,10.0,14.9
47616.0,2022-04-13 13:00:00,11.6,,3.5,20,78.0,1008.5,0.0,,10.0,14.7
31776.0,2022-04-13 14:00:00,10.9,,3.6,20,79.0,1008.0,0.0,,10.0,14.3
20544.0,2022-04-13 15:00:00,10.7,,3.1,360,81.0,1007.7,0.0,,10.0,13.8
8640.0,2022-04-13 16:00:00,10.4,,3.7,340,82.0,1007.4,0.0,,10.0,13.2
720.0,2022-04-13 17:00:00,10.4,,3.8,340,82.0,1007.6,0.0,,10.0,12.8
0.0,2022-04-13 18:00:00,10.2,,4.3,340,84.0,1008.0,0.0,,10.0,12.1
0.0,2022-04-13 19:00:00,10.1,0.0,3.2,360,91.0,1008.3,0.0,,10.0,11.5
0.0,2022-04-13 20:00:00,10.1,0.1,3.2,360,92.0,1008.8,,,10.0,11.2
0.0,2022-04-13 21:00:00,10.0,0.0,3.3,360,92.0,1009.2,,,10.0,10.8
0.0,2022-04-13 22:00:00,10.4,0.0,3.5,360,82.0,1009.6,,,10.0,10.8
0.0,2022-04-13 23:00:00,10.4,,3.7,360,80.0,1009.1,,,9.0,10.8
0.0,2022-04-14 00:00:00,10.5,,3.6,360,81.0,1009.3,,,10.0,11.0
0.0,2022-04-14 01:00:00,10.4,,3.8,360,84.0,1009.1,,,10.0,11.0
0.0,2022-04-14 02:00:00,10.3,,3.8,360,83.0,1008.3,,,10.0,10.9
0.0,2022-04-14 03:00:00,10.0,,3.3,360,86.0,1008.2,,,10.0,10.8
0.0,2022-04-14 04:00:00,10.0,,3.9,360,85.0,1008.0,,,10.0,10.7
0.0,2022-04-14 05:00:00,10.1,,3.6,360,83.0,1007.9,,,10.0,10.7
0.0,2022-04-14 06:00:00,10.0,0.0,2.5,340,83.0,1008.6,0.0,,10.0,10.6
144.0,2022-04-14 07:00:00,9.6,0.1,2.9,360,92.0,1008.7,0.0,,10.0,10.2
4512.0,2022-04-14 08:00:00,9.5,0.1,3.5,360,93.0,1008.6,0.0,,10.0,10.2
18288.0,2022-04-14 09:00:00,9.0,0.1,3.6,340,96.0,1008.8,0.0,,10.0,10.5
16800.0,2022-04-14 10:00:00,9.8,0.0,3.0,360,93.0,1009.1,0.0,,10.0,11.4
18384.0,2022-04-14 11:00:00,9.0,0.1,3.6,340,96.0,1009.1,0.0,,10.0,10.9
32688.0,2022-04-14 12:00:00,9.5,0.1,3.3,360,95.0,1008.8,0.0,,10.0,11.5
36912.0,2022-04-14 13:00:00,10.5,0.0,2.9,360,86.0,1008.3,0.0,,10.0,12.9
36864.0,2022-04-14 14:00:00,10.4,0.0,3.3,360,84.0,1008.0,0.0,,10.0,12.5
59472.0,2022-04-14 15:00:00,10.7,0.0,3.3,360,82.0,1007.5,0.0,,10.0,13.4
21744.0,2022-04-14 16:00:00,10.3,,3.8,360,81.0,1007.5,0.0,,10.0,12.5
6816.0,2022-04-14 17:00:00,9.9,,4.1,360,81.0,1007.8,0.0,,10.0,11.8
864.0,2022-04-14 18:00:00,10.0,,4.0,360,79.0,1008.4,0.0,,10.0,11.1
0.0,2022-04-14 19:00:00,9.8,,3.9,360,81.0,1008.3,0.0,,10.0,10.6
0.0,2022-04-14 20:00:00,9.8,,2.9,360,79.0,1009.6,,,10.0,10.3
0.0,2022-04-14 21:00:00,9.9,,3.1,340,72.0,1010.0,,,9.0,10.1
0.0,2022-04-14 22:00:00,10.0,,3.0,360,72.0,1010.2,,,7.0,10.0
0.0,2022-04-14 23:00:00,10.0,,3.0,340,73.0,1009.9,,,7.0,9.9
0.0,2022-04-15 00:00:00,9.9,,2.7,360,76.0,1009.8,,,9.0,9.8
0.0,2022-04-15 01:00:00,9.6,,2.4,340,80.0,1008.9,,,8.0,9.8
0.0,2022-04-15 02:00:00,9.9,,2.4,340,73.0,1008.6,,,8.0,9.8
0.0,2022-04-15 03:00:00,9.8,,2.6,340,76.0,1008.5,,,7.0,9.7
0.0,2022-04-15 04:00:00,9.8,,2.3,360,74.0,1007.9,,,8.0,9.6
0.0,2022-04-15 05:00:00,9.7,,2.9,360,79.0,1007.6,,,8.0,9.8
48.0,2022-04-15 06:00:00,9.8,,3.2,360,75.0,1007.7,0.0,,8.0,9.7
25632.0,2022-04-15 07:00:00,10.0,,4.3,360,64.0,1008.2,0.0,,8.0,10.0
77088.0,2022-04-15 08:00:00,10.5,,3.3,360,61.0,1008.3,0.0,,9.0,11.7
137520.0,2022-04-15 09:00:00,11.0,,4.1,360,54.0,1008.6,0.0,,9.0,14.0
294720.0,2022-04-15 10:00:00,12.8,,3.8,360,55.0,1008.0,0.9,,4.0,19.6
290352.0,2022-04-15 11:00:00,12.6,,3.5,20,54.0,1008.0,0.5,,8.0,18.9
319968.0,2022-04-15 12:00:00,13.5,,3.2,50,46.0,1007.7,0.4,,8.0,22.1
364224.0,2022-04-15 13:00:00,13.9,,4.0,20,44.0,1007.0,0.3,,5.0,23.4
339888.0,2022-04-15 14:00:00,14.2,,3.4,20,44.0,1006.6,1.0,,1.0,25.6
282480.0,2022-04-15 15:00:00,13.3,,3.8,70,48.0,1005.6,1.0,,0.0,25.6
190320.0,2022-04-15 16:00:00,13.2,,3.6,50,49.0,1004.9,1.0,,0.0,23.7
83616.0,2022-04-15 17:00:00,12.1,,3.3,50,51.0,1005.1,1.0,,2.0,20.3
8496.0,2022-04-15 18:00:00,11.1,,2.6,20,54.0,1005.7,1.0,,3.0,16.2
0.0,2022-04-15 19:00:00,9.7,,3.5,20,57.0,1006.2,0.4,,5.0,12.0
0.0,2022-04-15 20:00:00,9.6,,3.5,360,58.0,1007.0,,,9.0,11.3
0.0,2022-04-15 21:00:00,9.5,0.0,2.7,360,59.0,1008.0,,,10.0,10.6
0.0,2022-04-15 22:00:00,9.5,0.0,2.9,360,59.0,1008.3,,,8.0,10.2
0.0,2022-04-15 23:00:00,9.1,,2.4,340,62.0,1008.5,,,7.0,9.5
0.0,2022-04-16 00:00:00,8.7,,1.7,320,65.0,1008.6,,,6.0,9.4
0.0,2022-04-16 01:00:00,7.9,,1.9,340,65.0,1008.5,,,6.0,7.9
0.0,2022-04-16 02:00:00,7.3,,2.3,320,64.0,1008.1,,,5.0,7.3
0.0,2022-04-16 03:00:00,7.1,,1.9,340,64.0,1007.7,,,7.0,6.6
0.0,2022-04-16 04:00:00,6.7,,1.6,320,64.0,1007.7,,,2.0,5.8
0.0,2022-04-16 05:00:00,6.6,,2.1,320,62.0,1007.8,,,2.0,5.4
7200.0,2022-04-16 06:00:00,6.6,,2.0,320,61.0,1008.1,0.0,,2.0,5.2
63792.0,2022-04-16 07:00:00,7.7,,2.7,340,57.0,1008.3,0.8,,2.0,6.2
162192.0,2022-04-16 08:00:00,9.5,,3.7,340,52.0,1008.8,1.0,,4.0,10.2
228288.0,2022-04-16 09:00:00,10.7,,3.9,340,48.0,1009.2,1.0,,6.0,15.1
299616.0,2022-04-16 10:00:00,12.9,,1.9,360,41.0,1009.3,1.0,,6.0,19.8
337920.0,2022-04-16 11:00:00,13.8,,2.8,20,38.0,1009.0,1.0,,6.0,24.4
377952.0,2022-04-16 12:00:00,15.1,,3.2,90,36.0,1008.2,1.0,,2.0,28.4
367440.0,2022-04-16 13:00:00,15.8,,3.3,110,36.0,1007.4,1.0,,0.0,31.0
334992.0,2022-04-16 14:00:00,15.9,,2.9,140,39.0,1006.5,1.0,,0.0,31.5
260736.0,2022-04-16 15:00:00,15.8,,2.3,140,36.0,1006.1,1.0,,0.0,31.0
184032.0,2022-04-16 16:00:00,15.0,,2.5,140,36.0,1006.0,1.0,,4.0,28.9
85104.0,2022-04-16 17:00:00,14.2,,2.5,140,44.0,1005.7,1.0,,6.0,24.4
8832.0,2022-04-16 18:00:00,12.9,,2.6,160,53.0,1005.5,1.0,,7.0,19.6
0.0,2022-04-16 19:00:00,12.2,,2.1,180,57.0,1005.6,0.3,,6.0,14.9
0.0,2022-04-16 20:00:00,11.8,,3.4,180,62.0,1006.4,,,0.0,12.6
0.0,2022-04-16 21:00:00,11.3,,2.4,200,63.0,1007.2,,,0.0,11.3
0.0,2022-04-16 22:00:00,10.5,,0.9,250,66.0,1007.4,,,6.0,10.2
0.0,2022-04-16 23:00:00,10.1,,0.9,230,67.0,1007.1,,,5.0,9.3
0.0,2022-04-17 00:00:00,9.2,,0.3,0,71.0,1007.1,,,4.0,8.4
0.0,2022-04-17 01:00:00,8.5,,0.3,0,71.0,1007.2,,,0.0,7.6
0.0,2022-04-17 02:00:00,8.0,,1.1,290,77.0,1006.9,,,6.0,7.4
0.0,2022-04-17 03:00:00,7.0,,0.8,290,77.0,1006.8,,,6.0,6.8
0.0,2022-04-17 04:00:00,9.0,,2.3,290,63.0,1007.1,,,7.0,6.6
0.0,2022-04-17 05:00:00,10.5,,1.4,320,42.0,1007.2,,,0.0,6.0
8016.0,2022-04-17 06:00:00,7.5,,0.6,200,67.0,1007.6,0.0,,0.0,5.4
62256.0,2022-04-17 07:00:00,9.5,,0.8,180,58.0,1008.0,0.8,,0.0,6.5
162192.0,2022-04-17 08:00:00,13.4,,1.1,290,32.0,1008.2,1.0,,0.0,11.6
247824.0,2022-04-17 09:00:00,15.8,,1.4,90,25.0,1008.2,1.0,,0.0,17.6
306720.0,2022-04-17 10:00:00,17.0,,3.8,320,14.0,1008.3,1.0,,0.0,22.7
347232.0,2022-04-17 11:00:00,19.1,,3.2,340,11.0,1008.0,1.0,,0.0,27.3
365232.0,2022-04-17 12:00:00,20.3,,1.8,290,6.0,1007.4,1.0,,0.0,31.5
358320.0,2022-04-17 13:00:00,21.1,,1.9,340,6.0,1006.9,1.0,,0.0,34.2
325488.0,2022-04-17 14:00:00,21.3,,2.7,160,12.0,1006.3,1.0,,0.0,35.0
267648.0,2022-04-17 15:00:00,21.7,,2.7,140,15.0,1005.9,1.0,,0.0,33.8
181776.0,2022-04-17 16:00:00,20.5,,3.2,110,19.0,1005.6,1.0,,0.0,31.0
79536.0,2022-04-17 17:00:00,19.0,,2.6,110,31.0,1006.0,1.0,,0.0,26.9
9648.0,2022-04-17 18:00:00,17.8,,2.1,110,22.0,1006.1,1.0,,3.0,21.1
0.0,2022-04-17 19:00:00,15.8,,1.7,90,29.0,1006.2,0.3,,6.0,16.7
0.0,2022-04-17 20:00:00,13.7,,0.8,110,40.0,1007.3,,,0.0,13.7
0.0,2022-04-17 21:00:00,13.5,,0.5,90,54.0,1008.0,,,6.0,12.7
0.0,2022-04-17 22:00:00,12.6,,1.3,320,60.0,1008.3,,,8.0,11.8
0.0,2022-04-17 23:00:00,12.2,,1.2,320,47.0,1008.2,,,9.0,11.1
0.0,2022-04-18 00:00:00,12.4,,1.1,320,41.0,1008.2,,,8.0,10.5
0.0,2022-04-18 01:00:00,12.4,,1.0,340,42.0,1008.2,,,7.0,10.0
0.0,2022-04-18 02:00:00,12.8,,1.4,340,45.0,1008.1,,,9.0,10.2
0.0,2022-04-18 03:00:00,11.7,,1.0,290,42.0,1008.0,,,9.0,10.2
0.0,2022-04-18 04:00:00,11.6,,1.3,290,40.0,1007.9,,,7.0,9.4
0.0,2022-04-18 05:00:00,14.5,,2.1,320,26.0,1007.8,,,9.0,10.5
3216.0,2022-04-18 06:00:00,13.9,,1.8,340,26.0,1007.3,0.0,,9.0,10.7
52416.0,2022-04-18 07:00:00,14.4,,1.9,270,26.0,1007.9,0.0,,9.0,11.8
139248.0,2022-04-18 08:00:00,16.0,,1.7,360,27.0,1007.7,0.6,,7.0,15.2
199200.0,2022-04-18 09:00:00,17.5,,0.9,140,24.0,1007.8,0.9,,7.0,18.2
295296.0,2022-04-18 10:00:00,19.6,,4.0,360,16.0,1007.7,1.0,,7.0,24.1
301248.0,2022-04-18 11:00:00,21.3,,2.5,320,15.0,1007.5,1.0,,6.0,29.2
272832.0,2022-04-18 12:00:00,22.3,,2.5,20,12.0,1006.9,1.0,,8.0,30.5
258384.0,2022-04-18 13:00:00,22.7,,2.1,160,21.0,1006.0,1.0,,8.0,34.9
167232.0,2022-04-18 14:00:00,21.2,,2.3,160,20.0,1005.9,0.5,,9.0,31.4
210624.0,2022-04-18 15:00:00,21.8,,2.0,160,16.0,1005.6,1.0,,6.0,32.8
159696.0,2022-04-18 16:00:00,21.2,,2.1,160,15.0,1005.3,1.0,,7.0,30.0
72432.0,2022-04-18 17:00:00,20.8,,1.7,140,13.0,1005.3,1.0,,4.0,27.0
12432.0,2022-04-18 18:00:00,19.2,,2.1,140,15.0,1005.4,1.0,,5.0,22.2
0.0,2022-04-18 19:00:00,17.6,,1.2,140,25.0,1005.8,0.4,,5.0,17.9
0.0,2022-04-18 20:00:00,16.2,,0.5,180,29.0,1006.3,,,7.0,15.4
0.0,2022-04-18 21:00:00,15.0,,1.1,340,32.0,1007.0,,,7.0,13.5
0.0,2022-04-18 22:00:00,14.4,,0.8,360,32.0,1007.3,,,8.0,12.8
0.0,2022-04-18 23:00:00,13.7,,0.4,0,34.0,1007.4,,,8.0,12.0
0.0,2022-04-19 00:00:00,14.0,,1.9,320,32.0,1007.6,,,8.0,11.6
0.0,2022-04-19 01:00:00,13.8,,1.0,320,31.0,1007.8,,,7.0,11.1
0.0,2022-04-19 02:00:00,13.9,,1.6,320,34.0,1007.6,,,7.0,10.6
0.0,2022-04-19 03:00:00,13.6,,2.2,320,35.0,1007.2,,,7.0,10.4
0.0,2022-04-19 04:00:00,13.4,,2.3,320,32.0,1006.6,,,8.0,10.2
0.0,2022-04-19 05:00:00,13.8,,2.0,320,26.0,1006.7,,,4.0,9.7
8016.0,2022-04-19 06:00:00,13.7,,2.1,340,25.0,1006.9,0.0,,2.0,9.6
60048.0,2022-04-19 07:00:00,13.1,,0.0,0,34.0,1007.4,0.6,,0.0,10.3
152928.0,2022-04-19 08:00:00,16.3,,0.7,70,24.0,1007.9,1.0,,1.0,14.8
227280.0,2022-04-19 09:00:00,18.0,,2.3,360,19.0,1007.9,1.0,,0.0,20.3
282384.0,2022-04-19 10:00:00,20.1,,2.8,340,18.0,1007.8,1.0,,0.0,25.3
324528.0,2022-04-19 11:00:00,22.2,,2.3,290,16.0,1007.6,1.0,,1.0,30.5
343248.0,2022-04-19 12:00:00,22.7,,2.8,160,15.0,1007.0,1.0,,0.0,34.3
332832.0,2022-04-19 13:00:00,22.7,,2.8,160,18.0,1006.6,1.0,,4.0,35.6
301152.0,2022-04-19 14:00:00,21.3,,2.7,140,22.0,1006.2,1.0,,0.0,35.8
248400.0,2022-04-19 15:00:00,20.1,,2.9,140,34.0,1005.7,1.0,,2.0,34.9
166416.0,2022-04-19 16:00:00,19.7,,2.4,140,40.0,1005.3,1.0,,4.0,31.9
73008.0,2022-04-19 17:00:00,18.9,,2.4,140,40.0,1005.2,1.0,,2.0,27.4
9408.0,2022-04-19 18:00:00,18.1,,2.0,160,30.0,1005.3,1.0,,2.0,22.7
0.0,2022-04-19 19:00:00,16.3,,1.0,180,50.0,1005.5,0.5,,0.0,17.8
0.0,2022-04-19 20:00:00,15.2,,0.3,0,66.0,1006.1,,,0.0,15.2
0.0,2022-04-19 21:00:00,14.1,,0.0,0,76.0,1006.6,,,0.0,13.7
0.0,2022-04-19 22:00:00,13.9,,0.2,0,78.0,1006.9,,,0.0,12.6
0.0,2022-04-19 23:00:00,13.8,,1.3,340,48.0,1006.8,,,0.0,11.7
0.0,2022-04-20 00:00:00,14.0,,1.9,320,56.0,1007.1,,,0.0,11.2
0.0,2022-04-20 01:00:00,12.4,,1.0,340,50.0,1007.2,,,0.0,10.3
0.0,2022-04-20 02:00:00,12.1,,0.2,0,52.0,1006.9,,,0.0,9.5
0.0,2022-04-20 03:00:00,14.1,,1.7,340,33.0,1006.6,,,0.0,9.7
0.0,2022-04-20 04:00:00,12.0,,0.6,290,40.0,1006.4,,,0.0,8.9
0.0,2022-04-20 05:00:00,12.3,,0.2,0,39.0,1006.3,,,0.0,8.3
8016.0,2022-04-20 06:00:00,10.9,,0.3,0,46.0,1006.6,0.0,,0.0,8.0
58848.0,2022-04-20 07:00:00,13.4,,0.2,0,45.0,1007.2,0.7,,0.0,9.5
149472.0,2022-04-20 08:00:00,15.2,,0.7,160,39.0,1007.6,1.0,,0.0,14.6
226512.0,2022-04-20 09:00:00,19.7,,1.0,360,25.0,1007.6,1.0,,0.0,21.0
287424.0,2022-04-20 10:00:00,21.2,,1.5,90,20.0,1007.7,1.0,,0.0,27.2
329232.0,2022-04-20 11:00:00,23.1,,2.1,140,16.0,1007.2,1.0,,0.0,32.1
348192.0,2022-04-20 12:00:00,22.8,,3.1,160,16.0,1006.7,1.0,,0.0,35.1
343632.0,2022-04-20 13:00:00,22.9,,3.0,140,32.0,1005.7,1.0,,0.0,36.8
312480.0,2022-04-20 14:00:00,22.5,,3.9,140,25.0,1004.5,1.0,,0.0,36.5
257616.0,2022-04-20 15:00:00,24.1,,4.9,200,13.0,1003.6,1.0,,0.0,34.5
172752.0,2022-04-20 16:00:00,24.2,,4.6,200,14.0,1003.0,1.0,,0.0,32.2
78480.0,2022-04-20 17:00:00,22.9,,4.1,160,19.0,1003.1,1.0,,2.0,28.4
9600.0,2022-04-20 18:00:00,22.2,,3.7,200,18.0,1003.4,1.0,,2.0,24.1
0.0,2022-04-20 19:00:00,20.9,,4.2,200,19.0,1004.0,0.5,,0.0,19.6
0.0,2022-04-20 20:00:00,19.5,,2.5,200,21.0,1004.6,0.0,,0.0,17.0
0.0,2022-04-20 21:00:00,18.7,,3.1,200,22.0,1005.3,,,0.0,15.5
0.0,2022-04-20 22:00:00,17.0,,1.4,200,25.0,1005.4,,,1.0,14.0
0.0,2022-04-20 23:00:00,15.9,,0.2,0,28.0,1005.3,,,0.0,12.6
0.0,2022-04-21 00:00:00,15.2,,1.1,20,30.0,1005.5,,,0.0,11.7
0.0,2022-04-21 01:00:00,15.8,,1.9,290,27.0,1005.3,,,0.0,11.6
0.0,2022-04-21 02:00:00,16.9,,2.6,270,24.0,1005.0,,,3.0,11.9
0.0,2022-04-21 03:00:00,13.5,,0.4,0,35.0,1004.8,,,7.0,11.0
0.0,2022-04-21 04:00:00,13.5,,0.9,360,34.0,1004.6,,,8.0,11.0
0.0,2022-04-21 05:00:00,13.1,,0.1,0,36.0,1004.4,,,8.0,10.4
4656.0,2022-04-21 06:00:00,13.1,,0.0,0,43.0,1004.4,0.0,,9.0,11.0
27744.0,2022-04-21 07:00:00,14.0,,0.4,0,40.0,1004.4,0.0,,9.0,12.8
43200.0,2022-04-21 08:00:00,14.5,,0.5,70,42.0,1004.9,0.0,,9.0,14.5
58896.0,2022-04-21 09:00:00,15.5,,0.3,0,39.0,1004.8,0.0,,9.0,16.5
50112.0,2022-04-21 10:00:00,17.1,,0.8,180,36.0,1004.6,0.0,,9.0,18.2
82992.0,2022-04-21 11:00:00,17.5,,1.5,180,37.0,1004.7,0.0,,10.0,18.5
82272.0,2022-04-21 12:00:00,18.4,0.0,3.4,200,51.0,1004.1,0.0,,10.0,22.3
33264.0,2022-04-21 13:00:00,16.9,0.0,4.1,200,61.0,1004.7,0.0,,10.0,18.0
32784.0,2022-04-21 14:00:00,15.1,0.2,2.0,200,80.0,1003.8,0.0,,10.0,17.2
18096.0,2022-04-21 15:00:00,14.6,0.6,1.2,270,91.0,1003.7,0.0,,10.0,16.3
16608.0,2022-04-21 16:00:00,14.5,1.0,0.9,250,93.0,1002.8,0.0,,10.0,17.0
26352.0,2022-04-21 17:00:00,14.4,0.4,1.0,200,95.0,1002.3,0.0,,10.0,17.1
15456.0,2022-04-21 18:00:00,15.2,0.0,0.7,200,92.0,1001.9,0.3,,4.0,18.1
0.0,2022-04-21 19:00:00,13.6,,1.2,230,93.0,1001.8,0.5,,1.0,13.7
0.0,2022-04-21 20:00:00,13.2,,2.4,270,94.0,1002.3,0.0,,0.0,12.2
0.0,2022-04-21 21:00:00,12.1,,1.3,20,95.0,1002.8,,,0.0,11.3
0.0,2022-04-21 22:00:00,12.1,,1.9,270,97.0,1002.6,,,5.0,10.6
0.0,2022-04-21 23:00:00,10.9,,0.7,340,97.0,1002.2,,,4.0,10.0
0.0,2022-04-22 00:00:00,11.2,,1.9,250,96.0,1002.8,,,0.0,9.7
0.0,2022-04-22 01:00:00,9.9,,0.7,290,97.0,1002.8,,,3.0,8.9
0.0,2022-04-22 02:00:00,9.8,,0.6,360,97.0,1002.7,,,5.0,8.5
0.0,2022-04-22 03:00:00,10.3,,1.0,250,96.0,1002.6,,,0.0,8.3
0.0,2022-04-22 04:00:00,10.1,,1.9,290,97.0,1002.5,,,0.0,7.9
0.0,2022-04-22 05:00:00,9.7,,0.9,270,93.0,1002.2,,,0.0,7.7
10128.0,2022-04-22 06:00:00,11.0,,1.4,320,94.0,1002.6,0.0,,0.0,7.8
64416.0,2022-04-22 07:00:00,11.0,,2.0,340,91.0,1002.9,0.4,,0.0,9.6
150480.0,2022-04-22 08:00:00,14.4,,0.5,90,86.0,1003.2,1.0,,0.0,14.2
233424.0,2022-04-22 09:00:00,16.9,,1.1,160,66.0,1002.9,1.0,,0.0,19.0
296304.0,2022-04-22 10:00:00,20.9,,3.8,200,37.0,1002.5,1.0,,0.0,22.0
331920.0,2022-04-22 11:00:00,22.6,,3.4,230,34.0,1002.3,1.0,,0.0,27.2
350304.0,2022-04-22 12:00:00,22.8,,5.0,200,34.0,1001.5,1.0,,0.0,30.2
343248.0,2022-04-22 13:00:00,24.1,,4.6,200,34.0,1000.3,1.0,,0.0,32.7
316512.0,2022-04-22 14:00:00,24.5,,4.6,200,36.0,999.4,1.0,,0.0,33.6
254784.0,2022-04-22 15:00:00,24.5,,5.1,200,38.0,998.9,1.0,,0.0,32.6
170064.0,2022-04-22 16:00:00,24.1,,5.0,200,38.0,998.4,1.0,,0.0,30.8
76272.0,2022-04-22 17:00:00,23.0,,4.6,200,41.0,998.4,1.0,,0.0,27.4
11712.0,2022-04-22 18:00:00,21.6,,4.8,200,46.0,998.8,1.0,,0.0,23.3
0.0,2022-04-22 19:00:00,20.5,,5.2,200,51.0,999.4,0.3,,5.0,19.9
0.0,2022-04-22 20:00:00,19.8,,5.4,230,55.0,999.5,0.0,,7.0,18.5
0.0,2022-04-22 21:00:00,19.3,,4.9,200,58.0,1000.3,,,8.0,17.7
0.0,2022-04-22 22:00:00,19.1,,3.5,200,60.0,1001.0,,,8.0,17.0
0.0,2022-04-22 23:00:00,18.8,,4.0,200,61.0,1000.8,,,8.0,16.6
0.0,2022-04-23 00:00:00,18.7,,2.4,200,62.0,1000.7,,,9.0,16.3
0.0,2022-04-23 01:00:00,18.3,,1.2,230,65.0,1000.6,,,10.0,15.7
0.0,2022-04-23 02:00:00,18.5,,2.9,200,63.0,1000.8,,,10.0,15.5
0.0,2022-04-23 03:00:00,17.3,,1.3,360,69.0,1001.1,,,7.0,15.4
0.0,2022-04-23 04:00:00,16.9,,1.7,340,73.0,1001.5,,,7.0,14.8
0.0,2022-04-23 05:00:00,16.7,,1.9,360,73.0,1002.3,,,7.0,14.3
5952.0,2022-04-23 06:00:00,16.9,,2.9,360,76.0,1002.9,0.0,,7.0,14.5
50832.0,2022-04-23 07:00:00,17.2,,2.6,360,76.0,1003.7,0.0,,8.0,15.7
105504.0,2022-04-23 08:00:00,18.1,,3.0,360,71.0,1004.8,0.3,,7.0,18.4
132768.0,2022-04-23 09:00:00,20.2,,1.4,70,60.0,1005.1,1.0,,7.0,22.2
173424.0,2022-04-23 10:00:00,18.4,,3.6,90,58.0,1005.3,0.3,,8.0,22.7
229248.0,2022-04-23 11:00:00,18.3,,2.8,70,55.0,1005.2,0.1,,9.0,24.7
231504.0,2022-04-23 12:00:00,18.3,,3.9,90,57.0,1004.7,1.0,,8.0,28.6
257664.0,2022-04-23 13:00:00,17.9,,3.5,70,58.0,1004.5,0.5,,9.0,27.1
240624.0,2022-04-23 14:00:00,18.3,,3.6,90,47.0,1003.9,1.0,,9.0,29.4
179472.0,2022-04-23 15:00:00,18.8,,3.7,70,44.0,1003.3,1.0,,7.0,30.0
101424.0,2022-04-23 16:00:00,18.1,,3.6,90,42.0,1003.2,0.7,,8.0,25.5
34800.0,2022-04-23 17:00:00,17.3,,2.3,90,50.0,1003.5,0.1,,9.0,22.7
4032.0,2022-04-23 18:00:00,16.7,,0.9,70,54.0,1003.4,0.0,,9.0,19.8
0.0,2022-04-23 19:00:00,16.0,,0.5,70,54.0,1003.7,0.0,,10.0,17.4
0.0,2022-04-23 20:00:00,15.3,,0.0,0,59.0,1003.7,0.0,,10.0,16.0
0.0,2022-04-23 21:00:00,14.7,,0.2,0,61.0,1004.0,,,9.0,15.0
0.0,2022-04-23 22:00:00,14.7,,1.1,270,62.0,1003.8,,,10.0,14.5
0.0,2022-04-23 23:00:00,14.0,,0.5,360,66.0,1003.0,,,10.0,13.8
0.0,2022-04-24 00:00:00,13.8,,0.3,0,67.0,1002.9,,,7.0,13.2
0.0,2022-04-24 01:00:00,12.9,,0.0,0,72.0,1002.5,,,4.0,12.3
0.0,2022-04-24 02:00:00,12.8,,0.1,0,72.0,1001.9,,,10.0,12.3
0.0,2022-04-24 03:00:00,12.8,,1.8,290,72.0,1001.3,,,9.0,12.0
0.0,2022-04-24 04:00:00,12.5,,0.4,0,74.0,1002.0,,,9.0,11.8
0.0,2022-04-24 05:00:00,12.4,,1.5,320,73.0,1002.1,,,4.0,11.3
11664.0,2022-04-24 06:00:00,12.5,,0.8,360,75.0,1002.0,0.0,,6.0,11.0
67344.0,2022-04-24 07:00:00,14.0,,0.6,160,75.0,1002.2,0.4,,6.0,13.0
148656.0,2022-04-24 08:00:00,17.1,,0.3,0,67.0,1002.1,1.0,,5.0,17.0
219168.0,2022-04-24 09:00:00,18.8,,1.0,110,63.0,1002.2,1.0,,0.0,22.0
